skc,date_rcd,s,real_cost
100572119174,2018/9/12,1,123.75
100572119515,2018/9/24,1,61.25
100572119515,2018/9/27,1,123.75
100572119515,2018/9/29,1,102.5
100572119515,2018/9/30,1,107.5
100572119515,2018/10/1,1,100
100572224466,2018/8/24,1,21.25
100572224466,2018/8/31,1,21.25
100572225533,2018/8/10,1,3.75
100572225533,2018/8/26,1,13.75
100572225533,2018/8/31,1,48.75
100572225533,2018/9/13,1,48.75
100572225907,2018/7/14,1,88.75
100572225907,2018/7/25,1,28.75
100572225995,2018/8/10,2,147.5
100572225995,2018/7/3,1,73.75
100572225995,2018/7/7,1,73.75
100572225995,2018/7/15,1,73.75
100572225995,2018/7/22,1,70
100572225995,2018/8/22,1,66.25
100572225995,2018/8/26,1,21.25
100572225995,2018/9/5,1,63.75
100572225995,2018/9/8,1,73.75
100572225995,2018/10/1,1,60
100572551859,2018/7/2,1,88.75
100572551859,2018/9/9,1,98.75
100572770396,2018/7/21,1,11.25
100572773883,2018/7/30,1,48.75
100572775082,2018/9/28,2,83.75
100572775082,2018/7/7,1,48.75
100572775082,2018/7/9,1,43.75
100572775082,2018/8/12,1,43.75
100572775082,2018/8/17,1,48.75
100572775082,2018/8/18,1,43.75
100572775082,2018/9/19,1,48.75
100572775643,2018/7/7,1,73.75
100572775643,2018/7/15,1,73.75
100572775643,2018/7/25,1,66.25
100572775643,2018/7/28,1,70
100572775643,2018/8/10,1,63.75
100572775643,2018/8/12,1,73.75
100572775643,2018/8/31,1,73.75
100572775698,2018/7/6,1,98.75
100572775764,2018/9/24,10,431.25
100572775764,2018/9/22,9,407.5
100572775764,2018/9/23,6,243.75
100572775764,2018/10/1,5,203.75
100572775764,2018/9/15,4,195
100572775764,2018/9/30,4,171.25
100572775764,2018/7/26,3,131.25
100572775764,2018/8/2,3,141.25
100572775764,2018/8/5,3,146.25
100572775764,2018/9/19,3,133.75
100572775764,2018/9/29,3,136.25
100572775764,2018/7/22,2,97.5
100572775764,2018/8/1,2,97.5
100572775764,2018/8/4,2,82.5
100572775764,2018/8/7,2,92.5
100572775764,2018/8/11,2,92.5
100572775764,2018/8/12,2,97.5
100572775764,2018/8/26,2,97.5
100572775764,2018/9/2,2,97.5
100572775764,2018/9/14,2,92.5
100572775764,2018/9/21,2,83.75
100572775764,2018/9/26,2,87.5
100572775764,2018/9/27,2,90
100572775764,2018/7/21,1,42.5
100572775764,2018/7/23,1,43.75
100572775764,2018/7/25,1,48.75
100572775764,2018/7/27,1,48.75
100572775764,2018/7/29,1,48.75
100572775764,2018/7/31,1,48.75
100572775764,2018/8/6,1,48.75
100572775764,2018/8/8,1,43.75
100572775764,2018/8/9,1,48.75
100572775764,2018/8/10,1,48.75
100572775764,2018/8/14,1,48.75
100572775764,2018/8/16,1,48.75
100572775764,2018/8/17,1,43.75
100572775764,2018/8/19,1,48.75
100572775764,2018/8/31,1,48.75
100572775764,2018/9/4,1,48.75
100572775764,2018/9/8,1,33.75
100572775764,2018/9/11,1,48.75
100572775764,2018/9/12,1,46.25
100572775764,2018/9/13,1,42.5
100572775764,2018/9/18,1,48.75
100572775764,2018/9/20,1,23.75
100572775764,2018/9/28,1,41.25
100573321342,2018/10/1,5,567.5
100573321342,2018/7/29,4,478.75
100573321342,2018/9/26,4,428.75
100573321342,2018/8/10,3,358.75
100573321342,2018/8/17,3,371.25
100573321342,2018/9/22,3,332.5
100573321342,2018/9/24,3,346.25
100573321342,2018/7/19,2,247.5
100573321342,2018/7/21,2,247.5
100573321342,2018/7/23,2,247.5
100573321342,2018/7/28,2,247.5
100573321342,2018/8/2,2,232.5
100573321342,2018/8/14,2,247.5
100573321342,2018/8/15,2,247.5
100573321342,2018/8/26,2,247.5
100573321342,2018/9/27,2,212.5
100573321342,2018/9/30,2,205
100573321342,2018/7/8,1,123.75
100573321342,2018/7/20,1,111.25
100573321342,2018/7/22,1,111.25
100573321342,2018/7/27,1,123.75
100573321342,2018/7/30,1,107.5
100573321342,2018/7/31,1,111.25
100573321342,2018/8/3,1,123.75
100573321342,2018/8/4,1,111.25
100573321342,2018/8/9,1,123.75
100573321342,2018/8/18,1,123.75
100573321342,2018/8/22,1,111.25
100573321342,2018/8/25,1,123.75
100573321342,2018/8/28,1,123.75
100573321342,2018/8/30,1,123.75
100573321342,2018/9/3,1,123.75
100573321342,2018/9/9,1,111.25
100573321342,2018/9/15,1,123.75
100573321342,2018/9/16,1,123.75
100573321342,2018/9/17,1,111.25
100573321342,2018/9/19,1,123.75
100573321342,2018/9/25,1,123.75
100573321342,2018/9/28,1,123.75
100573321342,2018/9/29,1,102.5
100574530121,2018/7/5,1,66.25
100574530121,2018/10/1,1,60
100574530132,2018/8/16,1,21.25
100574640033,2018/7/7,4,47.5
100574640033,2018/7/11,4,47.5
100574640033,2018/7/12,4,48.75
100574640033,2018/7/28,4,48.75
100574640033,2018/7/1,3,35
100574640033,2018/7/5,3,36.25
100574640033,2018/7/8,3,35
100574640033,2018/8/17,3,36.25
100574640033,2018/9/1,3,36.25
100574640033,2018/9/9,3,35
100574640033,2018/9/22,3,35
100574640033,2018/7/2,2,23.75
100574640033,2018/7/3,2,23.75
100574640033,2018/7/18,2,23.75
100574640033,2018/7/21,2,23.75
100574640033,2018/8/1,2,21.25
100574640033,2018/8/2,2,23.75
100574640033,2018/8/13,2,23.75
100574640033,2018/8/15,2,23.75
100574640033,2018/8/16,2,23.75
100574640033,2018/8/18,2,23.75
100574640033,2018/8/24,2,23.75
100574640033,2018/8/31,2,23.75
100574640033,2018/9/26,2,22.5
100574640033,2018/9/27,2,20
100574640033,2018/7/6,1,11.25
100574640033,2018/7/9,1,11.25
100574640033,2018/7/10,1,11.25
100574640033,2018/7/13,1,11.25
100574640033,2018/7/14,1,11.25
100574640033,2018/7/15,1,11.25
100574640033,2018/7/16,1,11.25
100574640033,2018/7/19,1,11.25
100574640033,2018/7/20,1,11.25
100574640033,2018/7/22,1,11.25
100574640033,2018/7/23,1,10
100574640033,2018/7/24,1,11.25
100574640033,2018/7/27,1,11.25
100574640033,2018/7/29,1,11.25
100574640033,2018/8/4,1,11.25
100574640033,2018/8/7,1,11.25
100574640033,2018/8/9,1,11.25
100574640033,2018/8/19,1,11.25
100574640033,2018/8/20,1,11.25
100574640033,2018/8/23,1,11.25
100574640033,2018/9/11,1,11.25
100574640033,2018/9/13,1,11.25
100574640033,2018/9/16,1,11.25
100574640033,2018/9/18,1,11.25
100574640033,2018/9/21,1,11.25
100574640033,2018/9/23,1,8.75
100574640033,2018/9/24,1,10
100574640033,2018/9/25,1,11.25
100574640033,2018/9/28,1,10
100574640033,2018/9/30,1,11.25
100574640055,2018/8/17,3,56.25
100574640055,2018/7/11,2,37.5
100574640055,2018/7/29,2,36.25
100574640055,2018/7/4,1,18.75
100574640055,2018/7/8,1,16.25
100574640055,2018/7/9,1,16.25
100574640055,2018/7/20,1,16.25
100574640055,2018/7/21,1,18.75
100574640055,2018/7/22,1,18.75
100574640055,2018/7/26,1,18.75
100574640055,2018/8/1,1,18.75
100574640055,2018/8/5,1,18.75
100574640055,2018/8/9,1,18.75
100574640055,2018/8/14,1,18.75
100574640055,2018/8/19,1,18.75
100574640055,2018/8/23,1,18.75
100574640055,2018/8/24,1,18.75
100574640055,2018/8/26,1,18.75
100574640055,2018/9/15,1,18.75
100574640055,2018/9/23,1,17.5
100574640055,2018/9/28,1,15
101572119559,2018/10/1,1,86.25
101572220055,2018/7/5,1,48.75
101572220055,2018/9/9,1,48.75
101572775654,2018/8/27,1,43.75
101574090011,2018/7/24,1,73.75
101574090165,2018/7/3,1,88.75
102572113432,2018/7/23,1,21.25
102572113432,2018/7/28,1,73.75
102572113432,2018/9/14,1,73.75
102572113454,2018/9/1,1,63.75
102572113454,2018/9/11,1,11.25
102572113454,2018/9/17,1,11.25
102572113487,2018/7/7,1,156.25
102572113487,2018/7/28,1,156.25
102572113487,2018/9/8,1,161.25
102572113619,2018/8/13,1,98.75
102572113641,2018/8/17,1,98.75
102572113663,2018/7/25,1,28.75
102572113663,2018/8/3,1,11.25
102572113674,2018/9/24,1,11.25
102572113773,2018/8/25,1,11.25
102572113949,2018/7/31,1,73.75
102572113949,2018/9/6,1,63.75
102572113949,2018/9/29,1,62.5
102572114664,2018/7/14,1,73.75
102572114664,2018/8/4,1,73.75
102572115170,2018/7/7,1,66.25
102572115170,2018/7/21,1,36.25
102572115170,2018/8/7,1,63.75
102572115170,2018/8/25,1,51.25
102572115280,2018/9/29,1,11.25
102572115313,2018/7/10,1,98.75
102572115313,2018/7/14,1,98.75
102572115313,2018/7/17,1,98.75
102572115313,2018/7/24,1,98.75
102572115313,2018/8/20,1,88.75
102572115313,2018/9/10,1,98.75
102572115313,2018/10/1,1,83.75
102572115324,2018/7/24,14,1002.5
102572115324,2018/7/29,13,917.5
102572115324,2018/10/1,13,876.25
102572115324,2018/7/21,11,758.75
102572115324,2018/8/4,11,766.25
102572115324,2018/7/6,10,697.5
102572115324,2018/7/7,10,700
102572115324,2018/7/27,10,678.75
102572115324,2018/8/17,10,737.5
102572115324,2018/7/15,9,656.25
102572115324,2018/7/18,9,648.75
102572115324,2018/7/22,9,641.25
102572115324,2018/7/28,9,645
102572115324,2018/9/16,9,616.25
102572115324,2018/9/24,8,521.25
102572115324,2018/7/2,7,478.75
102572115324,2018/7/3,7,508.75
102572115324,2018/7/25,7,508.75
102572115324,2018/8/2,7,500
102572115324,2018/8/5,7,485
102572115324,2018/8/10,7,516.25
102572115324,2018/9/30,7,483.75
102572115324,2018/7/11,6,427.5
102572115324,2018/7/12,6,435
102572115324,2018/7/17,6,435
102572115324,2018/7/19,6,412.5
102572115324,2018/7/20,6,420
102572115324,2018/7/31,6,410
102572115324,2018/9/19,6,375
102572115324,2018/9/22,6,371.25
102572115324,2018/9/28,6,407.5
102572115324,2018/7/5,5,351.25
102572115324,2018/7/10,5,351.25
102572115324,2018/7/26,5,346.25
102572115324,2018/7/30,5,342.5
102572115324,2018/8/1,5,346.25
102572115324,2018/8/12,5,361.25
102572115324,2018/9/8,5,358.75
102572115324,2018/9/18,5,343.75
102572115324,2018/9/23,5,265
102572115324,2018/7/9,4,276.25
102572115324,2018/7/14,4,295
102572115324,2018/7/16,4,292.5
102572115324,2018/8/7,4,270
102572115324,2018/8/9,4,287.5
102572115324,2018/8/13,4,272.5
102572115324,2018/8/16,4,295
102572115324,2018/8/18,4,295
102572115324,2018/8/19,4,295
102572115324,2018/7/4,3,187.5
102572115324,2018/7/23,3,221.25
102572115324,2018/8/6,3,203.75
102572115324,2018/8/8,3,198.75
102572115324,2018/8/11,3,221.25
102572115324,2018/8/20,3,213.75
102572115324,2018/8/31,3,221.25
102572115324,2018/9/1,3,221.25
102572115324,2018/9/10,3,200
102572115324,2018/9/15,3,200
102572115324,2018/9/21,3,190
102572115324,2018/7/1,2,130
102572115324,2018/7/8,2,92.5
102572115324,2018/7/13,2,140
102572115324,2018/8/3,2,147.5
102572115324,2018/8/15,2,140
102572115324,2018/8/23,2,147.5
102572115324,2018/8/24,2,140
102572115324,2018/8/28,2,132.5
102572115324,2018/8/29,2,87.5
102572115324,2018/8/30,2,140
102572115324,2018/9/2,2,140
102572115324,2018/9/5,2,132.5
102572115324,2018/9/11,2,137.5
102572115324,2018/9/25,2,133.75
102572115324,2018/9/29,2,133.75
102572115324,2018/8/14,1,73.75
102572115324,2018/8/21,1,73.75
102572115324,2018/8/22,1,73.75
102572115324,2018/8/25,1,73.75
102572115324,2018/8/27,1,66.25
102572115324,2018/9/7,1,73.75
102572115324,2018/9/9,1,68.75
102572115324,2018/9/12,1,66.25
102572115324,2018/9/17,1,73.75
102572115324,2018/9/20,1,73.75
102572115753,2018/8/28,1,103.75
102572115775,2018/7/23,1,28.75
102572115797,2018/7/21,1,36.25
102572115797,2018/7/30,1,111.25
102572115797,2018/8/17,1,123.75
102572115797,2018/8/18,1,123.75
102572115797,2018/8/29,1,111.25
102572115918,2018/8/25,1,51.25
102572115918,2018/8/26,1,173.75
102572115973,2018/8/14,1,66.25
102572116105,2018/8/31,4,73.75
102572116105,2018/9/7,2,23.75
102572116105,2018/9/2,1,36.25
102572116149,2018/7/11,1,11.25
102572116149,2018/9/10,1,107.5
102572116149,2018/9/18,1,36.25
102572116171,2018/8/7,1,11.25
102572116270,2018/7/2,1,111.25
102572116270,2018/7/7,1,123.75
102572116270,2018/7/15,1,111.25
102572116270,2018/7/17,1,123.75
102572116270,2018/7/21,1,123.75
102572116270,2018/8/27,1,111.25
102572116534,2018/7/21,1,28.75
102572116534,2018/8/17,1,98.75
102572116534,2018/8/22,1,98.75
102572116534,2018/8/26,1,98.75
102572116534,2018/8/27,1,28.75
102572116534,2018/9/2,1,28.75
102572116633,2018/9/20,1,83.75
102572116633,2018/9/29,1,98.75
102572116699,2018/7/2,1,133.75
102572116699,2018/7/8,1,148.75
102572116699,2018/7/16,1,148.75
102572116699,2018/9/28,1,23.75
102572116743,2018/8/10,1,130
102572116765,2018/7/19,1,28.75
102572116820,2018/8/5,2,222.5
102572116820,2018/8/8,2,232.5
102572116820,2018/7/11,1,111.25
102572116820,2018/7/22,1,36.25
102572116820,2018/8/2,1,123.75
102572116820,2018/8/23,1,111.25
102572116820,2018/8/25,1,123.75
102572116820,2018/8/30,1,36.25
102572116886,2018/7/1,5,1138.75
102572116886,2018/7/19,4,970
102572116886,2018/8/17,4,945
102572116886,2018/7/8,3,666.25
102572116886,2018/7/13,3,746.25
102572116886,2018/8/9,3,646.25
102572116886,2018/8/10,3,691.25
102572116886,2018/8/15,3,716.25
102572116886,2018/8/24,3,746.25
102572116886,2018/9/26,3,693.75
102572116886,2018/7/6,2,472.5
102572116886,2018/7/9,2,447.5
102572116886,2018/7/16,2,497.5
102572116886,2018/7/18,2,472.5
102572116886,2018/7/26,2,472.5
102572116886,2018/7/31,2,437.5
102572116886,2018/8/11,2,497.5
102572116886,2018/8/29,2,472.5
102572116886,2018/9/6,2,442.5
102572116886,2018/9/10,2,432.5
102572116886,2018/9/22,2,415
102572116886,2018/7/2,1,248.75
102572116886,2018/7/3,1,223.75
102572116886,2018/7/4,1,212.5
102572116886,2018/7/5,1,223.75
102572116886,2018/7/7,1,173.75
102572116886,2018/7/11,1,248.75
102572116886,2018/7/14,1,248.75
102572116886,2018/7/15,1,248.75
102572116886,2018/7/17,1,223.75
102572116886,2018/7/20,1,223.75
102572116886,2018/7/21,1,223.75
102572116886,2018/7/23,1,223.75
102572116886,2018/7/24,1,223.75
102572116886,2018/7/27,1,248.75
102572116886,2018/8/1,1,223.75
102572116886,2018/8/3,1,248.75
102572116886,2018/8/7,1,223.75
102572116886,2018/8/13,1,223.75
102572116886,2018/8/19,1,248.75
102572116886,2018/8/21,1,218.75
102572116886,2018/8/22,1,248.75
102572116886,2018/8/25,1,248.75
102572116886,2018/8/27,1,223.75
102572116886,2018/9/1,1,248.75
102572116886,2018/9/2,1,223.75
102572116886,2018/9/3,1,223.75
102572116886,2018/9/8,1,218.75
102572116886,2018/9/11,1,248.75
102572116886,2018/9/13,1,223.75
102572116886,2018/9/14,1,248.75
102572116886,2018/9/15,1,223.75
102572116886,2018/9/17,1,223.75
102572116886,2018/9/24,1,211.25
102572116886,2018/9/28,1,206.25
102572116886,2018/9/29,1,207.5
102572116886,2018/9/30,1,217.5
102572116886,2018/10/1,1,203.75
102572117062,2018/7/11,1,11.25
102572117062,2018/7/23,1,28.75
102572117062,2018/8/20,1,98.75
102572117062,2018/8/23,1,98.75
102572117084,2018/7/6,1,133.75
102572117084,2018/7/12,1,148.75
102572117084,2018/7/18,1,43.75
102572117084,2018/7/20,1,133.75
102572117084,2018/7/21,1,133.75
102572117084,2018/8/10,1,13.75
102572117084,2018/8/23,1,148.75
102572117172,2018/7/27,1,98.75
102572117172,2018/8/10,1,98.75
102572117469,2018/7/10,1,66.25
102572117469,2018/9/6,1,63.75
102572117568,2018/7/1,1,83.75
102572117711,2018/9/5,1,98.75
102572117733,2018/7/8,2,442.5
102572117733,2018/7/12,2,447.5
102572117733,2018/7/28,2,445
102572117733,2018/8/17,2,497.5
102572117733,2018/8/18,2,447.5
102572117733,2018/7/4,1,223.75
102572117733,2018/7/10,1,218.75
102572117733,2018/7/11,1,248.75
102572117733,2018/7/13,1,248.75
102572117733,2018/7/16,1,223.75
102572117733,2018/7/19,1,248.75
102572117733,2018/7/20,1,223.75
102572117733,2018/7/22,1,248.75
102572117733,2018/7/27,1,223.75
102572117733,2018/7/30,1,218.75
102572117733,2018/8/9,1,223.75
102572117733,2018/8/14,1,248.75
102572117733,2018/8/21,1,223.75
102572117733,2018/8/22,1,248.75
102572117733,2018/9/1,1,223.75
102572117733,2018/9/8,1,221.25
102572117733,2018/9/9,1,213.75
102572117733,2018/9/12,1,223.75
102572117733,2018/9/21,1,166.25
102572117733,2018/9/22,1,218.75
102572117733,2018/9/27,1,211.25
102572117733,2018/10/1,1,208.75
102572117843,2018/7/3,2,282.5
102572117843,2018/7/11,1,148.75
102572117843,2018/7/14,1,133.75
102572117843,2018/7/16,1,148.75
102572117843,2018/7/21,1,133.75
102572117843,2018/7/23,1,148.75
102572117843,2018/7/25,1,148.75
102572117843,2018/7/30,1,133.75
102572117843,2018/8/1,1,133.75
102572117843,2018/8/3,1,148.75
102572117843,2018/8/4,1,133.75
102572117843,2018/8/8,1,130
102572117843,2018/8/11,1,148.75
102572117843,2018/8/12,1,148.75
102572117843,2018/8/13,1,148.75
102572117843,2018/8/14,1,148.75
102572117843,2018/8/17,1,148.75
102572117843,2018/8/18,1,148.75
102572117843,2018/9/11,1,133.75
102572117843,2018/9/15,1,148.75
102572117843,2018/9/19,1,126.25
102572117843,2018/9/22,1,126.25
102572117843,2018/9/23,1,105
102572117843,2018/9/24,1,126.25
102572117865,2018/7/14,1,173.75
102572117865,2018/7/23,1,156.25
102572117865,2018/7/26,1,173.75
102572117865,2018/8/19,1,173.75
102572117865,2018/8/22,1,173.75
102572117865,2018/8/29,1,51.25
102572117865,2018/8/31,1,51.25
102572117865,2018/9/2,1,156.25
102572117865,2018/9/6,1,153.75
102572117865,2018/9/17,1,173.75
102572117865,2018/9/19,1,147.5
102572117865,2018/9/20,1,51.25
102572117865,2018/9/24,1,147.5
102572118041,2018/7/4,1,173.75
102572118041,2018/7/9,1,156.25
102572118041,2018/7/14,1,173.75
102572118041,2018/7/25,1,173.75
102572118041,2018/8/5,1,173.75
102572118041,2018/8/26,1,173.75
102572118041,2018/8/28,1,51.25
102572118041,2018/9/1,1,156.25
102572118041,2018/9/24,1,18.75
102572118063,2018/7/1,1,123.75
102572118063,2018/7/4,1,123.75
102572118063,2018/7/7,1,111.25
102572118063,2018/7/11,1,11.25
102572118063,2018/7/15,1,123.75
102572118063,2018/7/19,1,123.75
102572118063,2018/7/23,1,11.25
102572118063,2018/7/26,1,123.75
102572118063,2018/8/12,1,123.75
102572118063,2018/8/20,1,123.75
102572118063,2018/9/7,1,107.5
102572118063,2018/9/21,1,105
102572118063,2018/9/23,1,108.75
102572118283,2018/10/1,14,1218.75
102572118283,2018/7/1,11,1021.25
102572118283,2018/7/8,11,1013.75
102572118283,2018/7/14,11,1053.75
102572118283,2018/8/12,11,1046.25
102572118283,2018/9/23,11,945
102572118283,2018/7/6,10,908.75
102572118283,2018/7/15,10,965
102572118283,2018/7/21,10,937.5
102572118283,2018/7/22,10,947.5
102572118283,2018/8/4,10,932.5
102572118283,2018/8/17,10,967.5
102572118283,2018/9/2,10,931.25
102572118283,2018/9/24,10,860
102572118283,2018/7/11,9,858.75
102572118283,2018/7/25,9,858.75
102572118283,2018/8/5,9,888.75
102572118283,2018/9/22,9,812.5
102572118283,2018/7/2,8,736.25
102572118283,2018/7/7,8,711.25
102572118283,2018/8/26,8,700
102572118283,2018/9/14,8,737.5
102572118283,2018/7/20,7,681.25
102572118283,2018/7/24,7,681.25
102572118283,2018/8/21,7,668.75
102572118283,2018/9/1,7,681.25
102572118283,2018/9/12,7,668.75
102572118283,2018/9/28,7,632.5
102572118283,2018/9/30,7,593.75
102572118283,2018/7/27,6,550
102572118283,2018/7/28,6,547.5
102572118283,2018/8/10,6,567.5
102572118283,2018/8/11,6,570
102572118283,2018/8/24,6,572.5
102572118283,2018/8/25,6,592.5
102572118283,2018/8/30,6,550
102572118283,2018/9/6,6,546.25
102572118283,2018/9/8,6,527.5
102572118283,2018/9/9,6,507.5
102572118283,2018/9/15,6,557.5
102572118283,2018/9/18,6,572.5
102572118283,2018/9/25,6,547.5
102572118283,2018/7/3,5,453.75
102572118283,2018/7/5,5,481.25
102572118283,2018/7/12,5,493.75
102572118283,2018/7/16,5,463.75
102572118283,2018/7/19,5,471.25
102572118283,2018/7/29,5,463.75
102572118283,2018/7/31,5,433.75
102572118283,2018/8/1,5,473.75
102572118283,2018/8/13,5,463.75
102572118283,2018/8/22,5,483.75
102572118283,2018/8/27,5,473.75
102572118283,2018/8/28,5,463.75
102572118283,2018/9/13,5,458.75
102572118283,2018/9/16,5,471.25
102572118283,2018/9/20,5,353.75
102572118283,2018/9/26,5,462.5
102572118283,2018/9/27,5,436.25
102572118283,2018/9/29,5,426.25
102572118283,2018/7/4,4,365
102572118283,2018/7/9,4,372.5
102572118283,2018/7/13,4,375
102572118283,2018/7/18,4,395
102572118283,2018/7/23,4,385
102572118283,2018/7/26,4,385
102572118283,2018/7/30,4,375
102572118283,2018/8/2,4,370
102572118283,2018/8/6,4,375
102572118283,2018/8/7,4,375
102572118283,2018/8/14,4,385
102572118283,2018/8/16,4,395
102572118283,2018/8/20,4,375
102572118283,2018/9/3,4,375
102572118283,2018/9/7,4,376.25
102572118283,2018/9/10,4,366.25
102572118283,2018/9/19,4,338.75
102572118283,2018/8/9,3,286.25
102572118283,2018/8/15,3,286.25
102572118283,2018/8/23,3,296.25
102572118283,2018/9/5,3,276.25
102572118283,2018/9/11,3,286.25
102572118283,2018/9/17,3,296.25
102572118283,2018/9/21,3,268.75
102572118283,2018/7/10,2,197.5
102572118283,2018/7/17,2,197.5
102572118283,2018/8/8,2,187.5
102572118283,2018/8/18,2,197.5
102572118283,2018/8/29,2,197.5
102572118283,2018/8/31,2,197.5
102572118283,2018/9/4,2,187.5
102572118283,2018/8/19,1,98.75
102572118294,2018/7/1,1,111.25
102572118602,2018/8/20,3,286.25
102572118602,2018/7/1,2,185
102572118602,2018/7/4,2,187.5
102572118602,2018/7/7,2,197.5
102572118602,2018/7/14,2,197.5
102572118602,2018/8/7,2,187.5
102572118602,2018/8/21,2,197.5
102572118602,2018/9/1,2,197.5
102572118602,2018/9/7,2,186.25
102572118602,2018/9/8,2,186.25
102572118602,2018/9/16,2,187.5
102572118602,2018/9/20,2,170
102572118602,2018/9/30,2,182.5
102572118602,2018/7/3,1,98.75
102572118602,2018/7/5,1,88.75
102572118602,2018/7/6,1,86.25
102572118602,2018/7/8,1,98.75
102572118602,2018/7/9,1,88.75
102572118602,2018/7/10,1,88.75
102572118602,2018/7/11,1,88.75
102572118602,2018/7/12,1,88.75
102572118602,2018/7/15,1,98.75
102572118602,2018/7/19,1,88.75
102572118602,2018/7/22,1,98.75
102572118602,2018/7/23,1,98.75
102572118602,2018/7/24,1,88.75
102572118602,2018/7/26,1,88.75
102572118602,2018/7/28,1,68.75
102572118602,2018/7/29,1,98.75
102572118602,2018/7/31,1,98.75
102572118602,2018/8/1,1,86.25
102572118602,2018/8/5,1,98.75
102572118602,2018/8/8,1,98.75
102572118602,2018/8/10,1,98.75
102572118602,2018/8/15,1,98.75
102572118602,2018/8/18,1,98.75
102572118602,2018/8/22,1,98.75
102572118602,2018/8/24,1,98.75
102572118602,2018/8/27,1,88.75
102572118602,2018/8/31,1,98.75
102572118602,2018/9/3,1,98.75
102572118602,2018/9/5,1,98.75
