skc,date_rcd,s,real_cost
100574640077,2019/8/4,9,438.75
100574640077,2019/8/5,3,138.75
100574640077,2019/8/6,4,195
100574640077,2019/8/7,9,428.75
100574640077,2019/8/9,4,192.5
100574640077,2019/8/10,3,146.25
100574640077,2019/8/11,6,292.5
100574640077,2019/8/12,7,326.25
100574640077,2019/8/14,1,48.75
100574640077,2019/8/16,4,175
100574640077,2019/8/17,4,195
100574640077,2019/8/18,6,282.5
100574640077,2019/8/19,3,146.25
100574640077,2019/8/21,1,48.75
100574640077,2019/8/22,3,141.25
100574640077,2019/8/23,4,195
100574640077,2019/8/24,5,227.5
100574640077,2019/8/25,7,317.5
100574640077,2019/8/26,2,92.5
100574640077,2019/8/28,2,77.5
100574640077,2019/8/29,1,37.5
100574640077,2019/8/30,2,81.25
100574640077,2019/8/31,7,311.25
100574640077,2019/9/1,2,97.5
100574640077,2019/9/4,1,48.75
100574640077,2019/9/5,1,48.75
100574640077,2019/9/7,3,138.75
100574640077,2019/9/8,3,141.25
100574640077,2019/9/9,2,91.25
100574640077,2019/9/10,1,48.75
100574640077,2019/9/11,2,97.5
100574640077,2019/9/13,2,83.75
100574640077,2019/9/14,5,221.25
100574640077,2019/9/15,4,187.5
100574640077,2019/9/16,4,190
100574640077,2019/9/21,3,133.75
100574640077,2019/9/24,2,93.75
100574640077,2019/9/25,1,48.75
100574640077,2019/9/28,2,97.5
100574640077,2019/9/29,2,88.75
100574640077,2019/9/30,3,146.25
100574640077,2019/10/1,2,68.75
101572119339,2019/6/1,2,168.75
101572119339,2019/6/2,2,187.5
101572119339,2019/6/4,1,88.75
101572119339,2019/6/5,3,286.25
101572119339,2019/6/6,5,455
101572119339,2019/6/7,7,617.5
101572119339,2019/6/8,4,262.5
101572119339,2019/6/9,5,453.75
101572119339,2019/6/10,2,197.5
101572119339,2019/6/11,3,283.75
101572119339,2019/6/12,1,98.75
101572119339,2019/6/13,2,187.5
101572119339,2019/6/14,2,182.5
101572119339,2019/6/15,3,226.25
101572119339,2019/6/16,7,630
101572119339,2019/6/17,1,76.25
101572119339,2019/6/18,3,263.75
101572119339,2019/6/19,1,98.75
101572119339,2019/6/20,3,296.25
101572119339,2019/6/21,6,580
101572119339,2019/6/22,3,206.25
101572119339,2019/6/23,7,647.5
101572119339,2019/6/24,3,296.25
101572119339,2019/6/25,4,362.5
101572119339,2019/6/26,5,453.75
101572119339,2019/6/27,4,365
101572119339,2019/6/28,7,628.75
101572119339,2019/6/29,4,371.25
101572119339,2019/6/30,9,791.25
101572119339,2019/7/1,4,367.5
101572119339,2019/7/2,6,562.5
101572119339,2019/7/3,1,98.75
101572119339,2019/7/4,5,441.25
101572119339,2019/7/5,3,255
101572119339,2019/7/6,6,570
101572119339,2019/7/7,5,430
101572119339,2019/7/8,1,98.75
101572119339,2019/7/9,4,345
101572119339,2019/7/10,3,283.75
101572119339,2019/7/11,5,471.25
101572119339,2019/7/12,3,285
101572119339,2019/7/13,6,527.5
101572119339,2019/7/14,6,517.5
101572119339,2019/7/15,5,458.75
101572119339,2019/7/16,2,187.5
101572119339,2019/7/17,2,177.5
101572119339,2019/7/18,4,385
101572119339,2019/7/19,6,547.5
101572119339,2019/7/20,5,463.75
101572119339,2019/7/21,6,552.5
101572119339,2019/7/22,3,283.75
101572119339,2019/7/23,5,473.75
101572119339,2019/7/24,2,197.5
101572119339,2019/7/25,2,192.5
101572119339,2019/7/26,2,187.5
101572119339,2019/7/27,3,265
101572119339,2019/7/28,4,382.5
101572119339,2019/7/29,3,286.25
101572119339,2019/7/30,2,197.5
101572119339,2019/7/31,2,197.5
101572119339,2019/8/1,2,185
101572119339,2019/8/3,6,581.25
101572119339,2019/8/4,6,592.5
101572119339,2019/8/5,1,98.75
101572119339,2019/8/6,4,365
101572119339,2019/8/7,7,670
101572119339,2019/8/8,3,292.5
101572119339,2019/8/9,5,486.25
101572119339,2019/8/10,4,395
101572119339,2019/8/11,5,493.75
101572119339,2019/8/12,2,197.5
101572119339,2019/8/14,2,191.25
101572119339,2019/8/15,2,197.5
101572119339,2019/8/16,1,88.75
101572119339,2019/8/17,2,185
101572119339,2019/8/18,3,283.75
101572119339,2019/8/19,3,296.25
101572119339,2019/8/20,2,182.5
101572119339,2019/8/21,1,98.75
101572119339,2019/8/22,6,527.5
101572119339,2019/8/23,3,282.5
101572119339,2019/8/24,3,283.75
101572119339,2019/8/25,7,651.25
101572119339,2019/8/26,2,197.5
101572119339,2019/8/27,3,225
101572119339,2019/8/28,6,501.25
101572119339,2019/8/29,1,77.5
101572119339,2019/8/30,6,473.75
101572119339,2019/8/31,5,397.5
101572119339,2019/9/1,2,197.5
101572119339,2019/9/2,6,583.75
101572119339,2019/9/3,2,197.5
101572119339,2019/9/4,4,385
101572119339,2019/9/5,1,98.75
101572119339,2019/9/6,2,186.25
101572119339,2019/9/7,5,482.5
101572119339,2019/9/8,3,286.25
101572119339,2019/9/10,7,651.25
101572119339,2019/9/11,1,98.75
101572119339,2019/9/12,1,98.75
101572119339,2019/9/13,2,186.25
101572119339,2019/9/14,5,456.25
101572119339,2019/9/15,1,98.75
101572119339,2019/9/16,1,98.75
101572119339,2019/9/17,1,98.75
101572119339,2019/9/18,2,191.25
101572119339,2019/9/21,2,197.5
101572119339,2019/9/22,3,296.25
101572119339,2019/9/23,1,98.75
101572119339,2019/9/24,2,197.5
101572119339,2019/9/25,1,98.75
101572119339,2019/9/26,4,336.25
101572119339,2019/9/28,3,272.5
101572119339,2019/9/29,1,85
101572119339,2019/10/1,2,165
101572119559,2019/6/11,1,98.75
101572120109,2019/7/3,1,156.25
101572120109,2019/7/19,1,173.75
101572120109,2019/8/2,1,156.25
101572120109,2019/8/22,1,173.75
101572120109,2019/9/8,1,157.5
101572120109,2019/9/16,1,173.75
101572120109,2019/9/19,1,173.75
101572120813,2019/6/1,2,247.5
101572120813,2019/6/4,2,235
101572120813,2019/6/7,1,123.75
101572120813,2019/6/13,1,123.75
101572120813,2019/6/15,1,116.25
101572120813,2019/6/16,1,108.75
101572120813,2019/6/19,1,108.75
101572120813,2019/6/21,1,111.25
101572120813,2019/6/23,1,123.75
101572120813,2019/6/25,1,123.75
101572120813,2019/6/26,1,111.25
101572120813,2019/6/29,1,123.75
101572120813,2019/6/30,2,211.25
101572120813,2019/7/4,1,111.25
101572120813,2019/7/5,1,123.75
101572120813,2019/7/8,2,235
101572120813,2019/7/11,1,123.75
101572120813,2019/7/14,1,105
101572120813,2019/7/15,1,111.25
101572120813,2019/7/16,1,123.75
101572120813,2019/8/2,1,123.75
101572120813,2019/8/3,1,123.75
101572120813,2019/8/6,1,123.75
101572120813,2019/8/9,1,123.75
101572120813,2019/8/17,1,123.75
101572120813,2019/8/21,1,117.5
101572120813,2019/9/3,1,123.75
101572120813,2019/9/19,1,123.75
101572120868,2019/6/6,1,68.75
101572120868,2019/6/24,1,86.25
101572120868,2019/7/3,1,98.75
101572120868,2019/7/8,1,88.75
101572120868,2019/8/4,1,98.75
101572120868,2019/8/6,1,88.75
101572120868,2019/8/24,1,38.75
101572120868,2019/9/4,1,98.75
101572120868,2019/9/21,1,23.75
101572120868,2019/9/23,1,0
101572121803,2019/8/20,1,98.75
101572121803,2019/8/22,1,83.75
101572121803,2019/8/23,1,85
101572121803,2019/8/24,2,187.5
101572121803,2019/9/1,2,197.5
101572121803,2019/9/2,1,88.75
101572121803,2019/9/4,1,88.75
101572121803,2019/9/8,1,98.75
101572121803,2019/9/13,1,98.75
101572121803,2019/9/20,1,98.75
101572121803,2019/9/21,1,98.75
101572121803,2019/9/27,1,85
101572121803,2019/9/28,1,82.5
101572121803,2019/9/30,1,28.75
101572121803,2019/10/1,2,150
101572122210,2019/9/13,1,190
101572227898,2019/8/4,1,73.75
101572227898,2019/8/5,1,73.75
101572227898,2019/8/7,2,147.5
101572227898,2019/8/8,1,73.75
101572227898,2019/8/9,2,147.5
101572227898,2019/8/10,1,73.75
101572227898,2019/8/11,2,147.5
101572227898,2019/8/14,1,66.25
101572227898,2019/8/15,3,217.5
101572227898,2019/8/17,2,147.5
101572227898,2019/8/20,1,73.75
101572227898,2019/8/21,3,213.75
101572227898,2019/8/22,2,140
101572227898,2019/8/23,2,147.5
101572227898,2019/8/25,3,202.5
101572227898,2019/8/27,2,106.25
101572227898,2019/8/29,1,65
101572227898,2019/8/30,1,56.25
101572227898,2019/9/1,2,147.5
101572227898,2019/9/4,2,147.5
101572227898,2019/9/5,2,133.75
101572227898,2019/9/6,2,140
101572227898,2019/9/7,1,66.25
101572227898,2019/9/11,1,73.75
101572227898,2019/9/13,3,198.75
101572227898,2019/9/15,2,126.25
101572227898,2019/9/16,1,73.75
101572227898,2019/9/18,1,70
101572227898,2019/9/19,1,73.75
101572227898,2019/9/20,1,73.75
101572227898,2019/9/21,1,73.75
101572227898,2019/9/22,2,147.5
101572227898,2019/9/24,2,140
101572227898,2019/9/26,2,91.25
101572227898,2019/9/28,1,73.75
101572227898,2019/9/30,1,67.5
101572775214,2019/6/30,1,73.75
101572775214,2019/7/13,2,125
101572775214,2019/8/11,1,73.75
101572775214,2019/8/28,1,61.25
101572775214,2019/9/13,1,61.25
101572775214,2019/9/21,1,66.25
101572775214,2019/10/1,1,12.5
101572776281,2019/6/9,1,98.75
101572776281,2019/6/26,2,187.5
101572776281,2019/7/15,1,88.75
101572776281,2019/7/21,1,88.75
101572776281,2019/8/4,1,98.75
101572776281,2019/8/15,1,98.75
101572776281,2019/8/16,1,93.75
101572776281,2019/8/20,1,83.75
101572776281,2019/8/25,1,48.75
101572776281,2019/9/3,1,98.75
101572776281,2019/9/5,1,93.75
101572776281,2019/9/7,1,98.75
101572776281,2019/9/15,1,86.25
101572776281,2019/9/22,1,98.75
101572776402,2019/6/2,1,68.75
101572776402,2019/6/3,1,73.75
101572776402,2019/6/6,1,37.5
101572776402,2019/6/7,1,62.5
101572776402,2019/6/8,1,65
101572776402,2019/6/12,2,140
101572776402,2019/6/25,1,6.25
101572776402,2019/6/26,1,73.75
101572776402,2019/6/27,2,147.5
101572776402,2019/6/29,2,147.5
101572776402,2019/6/30,1,73.75
101572776402,2019/7/5,1,65
101572776402,2019/7/6,1,58.75
101572776402,2019/7/7,1,63.75
101572776402,2019/7/8,2,140
101572776402,2019/7/11,1,63.75
101572776402,2019/7/13,1,62.5
101572776402,2019/7/14,1,73.75
101572776402,2019/7/20,1,66.25
101572776402,2019/7/21,1,66.25
101572776402,2019/7/25,1,73.75
101572776402,2019/7/29,1,73.75
101572776402,2019/8/1,1,73.75
101572776402,2019/8/2,1,73.75
101572776402,2019/8/3,1,73.75
101572776402,2019/8/5,2,147.5
101572776402,2019/8/6,1,73.75
101572776402,2019/8/7,3,221.25
101572776402,2019/8/8,1,73.75
101572776402,2019/8/12,1,73.75
101572776402,2019/8/14,1,73.75
101572776402,2019/8/16,1,73.75
101572776402,2019/8/18,1,73.75
101572776402,2019/8/20,3,221.25
101572776402,2019/8/29,1,57.5
101572776402,2019/8/31,1,73.75
101572776402,2019/9/4,1,61.25
101572776402,2019/9/11,1,73.75
101572776402,2019/9/15,1,62.5
101572776402,2019/9/19,1,73.75
101572776402,2019/9/20,1,73.75
101572776402,2019/9/28,1,73.75
101572776402,2019/9/29,1,8.75
101572776402,2019/9/30,1,22.5
101572776402,2019/10/1,2,15
101572776512,2019/6/3,2,140
101572776512,2019/6/7,1,62.5
101572776512,2019/6/8,1,70
101572776512,2019/6/29,1,63.75
101572776512,2019/6/30,2,136.25
101572776512,2019/7/8,1,73.75
101572776512,2019/7/19,1,73.75
101572776512,2019/7/31,1,73.75
101572776512,2019/8/4,1,73.75
101572776512,2019/9/17,1,67.5
101572776633,2019/7/13,1,73.75
101572776633,2019/7/16,1,66.25
101572776633,2019/7/18,1,73.75
101572776633,2019/8/12,1,22.5
101572776633,2019/9/5,1,73.75
101572776633,2019/9/14,1,62.5
101572776633,2019/10/1,1,55
101572776644,2019/6/2,1,73.75
101572776644,2019/6/3,1,73.75
101572776644,2019/6/8,1,73.75
101572776644,2019/6/18,1,68.75
101572776644,2019/6/21,1,73.75
101572776644,2019/6/24,1,66.25
101572776644,2019/6/26,1,73.75
101572776644,2019/6/28,1,73.75
101572776644,2019/7/6,1,73.75
101572776644,2019/7/9,1,73.75
101572776644,2019/7/14,1,73.75
101572776644,2019/7/18,1,73.75
101572776644,2019/7/20,1,63.75
101572776644,2019/7/22,1,73.75
101572776644,2019/7/25,1,73.75
101572776644,2019/7/26,1,63.75
101572776644,2019/7/27,1,62.5
101572776644,2019/8/1,1,61.25
101572776644,2019/8/7,1,68.75
101572776644,2019/8/12,1,73.75
101572776644,2019/8/31,1,60
101572776644,2019/9/13,1,73.75
101572776996,2019/8/22,1,48.75
101572776996,2019/8/31,1,37.5
101572776996,2019/9/1,2,97.5
101572776996,2019/9/14,1,48.75
101572777029,2019/9/23,1,98.75
101572777029,2019/9/28,1,80
101572777051,2019/10/1,1,31.25
101574090165,2019/8/7,1,98.75
102572115324,2019/6/6,1,73.75
102572115324,2019/6/8,1,70
102572115324,2019/6/9,1,61.25
102572115324,2019/6/13,1,63.75
102572115324,2019/6/15,1,68.75
102572115324,2019/6/27,1,73.75
102572115324,2019/7/4,1,66.25
102572115324,2019/7/18,1,66.25
102572115324,2019/7/20,1,52.5
102572115324,2019/7/29,1,66.25
102572115324,2019/7/31,1,51.25
102572115324,2019/8/7,1,73.75
102572115324,2019/8/23,1,73.75
102572115324,2019/8/26,1,73.75
102572115324,2019/8/30,1,57.5
102572115324,2019/8/31,1,73.75
102572115324,2019/9/12,1,73.75
102572115324,2019/9/14,1,63.75
102572115324,2019/9/15,2,142.5
102572115324,2019/9/16,1,73.75
102572115324,2019/9/20,2,147.5
102572115324,2019/9/21,2,147.5
102572115324,2019/9/22,1,73.75
102572115324,2019/9/24,1,73.75
102572115324,2019/9/26,1,73.75
102572115324,2019/9/27,3,201.25
102572115324,2019/9/28,2,127.5
102572115324,2019/9/29,1,62.5
102572115324,2019/9/30,3,195
102572115324,2019/10/1,1,53.75
102572115467,2019/6/22,1,11.25
102572115764,2019/9/20,1,23.75
102572115797,2019/8/24,1,16.25
102572115918,2019/7/6,1,51.25
102572115918,2019/7/8,1,51.25
102572115918,2019/8/21,1,17.5
102572116270,2019/7/13,1,36.25
102572116534,2019/8/25,1,11.25
102572116699,2019/9/28,1,23.75
102572116765,2019/8/24,1,10
102572116886,2019/6/18,1,23.75
102572116886,2019/6/22,1,73.75
102572117843,2019/6/23,1,13.75
102572117865,2019/6/23,1,16.25
102572117865,2019/8/23,1,21.25
102572117865,2019/9/22,1,23.75
102572118283,2019/6/7,1,98.75
102572118283,2019/6/9,1,88.75
102572118283,2019/6/10,1,78.75
102572118283,2019/6/12,1,88.75
102572118283,2019/6/18,1,88.75
102572118283,2019/6/21,2,107.5
102572118283,2019/6/30,1,91.25
102572118283,2019/7/6,1,86.25
102572118283,2019/7/15,1,88.75
102572118283,2019/7/19,1,88.75
102572118283,2019/7/21,1,88.75
102572118283,2019/8/3,1,98.75
102572118283,2019/8/18,1,85
102572118283,2019/8/21,1,98.75
102572118283,2019/8/22,1,98.75
102572118283,2019/8/30,1,81.25
102572118283,2019/9/5,1,98.75
102572118283,2019/9/7,1,98.75
102572118283,2019/9/9,1,98.75
102572118283,2019/9/10,1,88.75
102572118283,2019/9/13,1,86.25
102572118283,2019/9/16,1,98.75
102572118723,2019/7/1,1,100
102572118723,2019/8/21,1,123.75
102572118778,2019/6/22,1,18.75
102572118965,2019/6/10,1,73.75
102572118965,2019/6/19,1,10
102572118965,2019/6/22,1,23.75
102572118965,2019/7/6,1,73.75
102572118965,2019/7/9,1,73.75
102572118965,2019/7/14,2,48.75
102572118965,2019/8/25,3,73.75
102572119031,2019/6/27,1,11.25
102572119438,2019/6/4,1,51.25
102572119438,2019/6/8,1,73.75
102572119438,2019/6/11,1,223.75
102572119438,2019/6/19,2,47.5
102572119438,2019/6/21,1,23.75
102572119438,2019/6/23,1,23.75
102572119438,2019/6/28,1,23.75
102572119438,2019/6/29,1,23.75
102572119438,2019/8/9,1,218.75
102572119438,2019/9/24,1,48.75
102572119471,2019/6/5,1,73.75
102572119471,2019/6/9,1,73.75
102572119471,2019/6/16,1,23.75
102572119471,2019/6/18,6,142.5
102572119471,2019/6/19,4,92.5
102572119471,2019/6/20,1,23.75
102572119471,2019/6/22,3,57.5
102572119471,2019/6/23,1,23.75
102572119471,2019/6/24,1,23.75
102572119471,2019/6/25,2,26.25
102572119471,2019/6/28,2,33.75
102572119471,2019/6/29,2,33.75
102572119471,2019/7/13,2,103.75
102572119471,2019/7/27,7,141.25
102572119471,2019/7/28,2,48.75
102572119471,2019/8/29,1,156.25
102572119471,2019/9/21,1,23.75
102572119471,2019/9/22,1,23.75
102572119471,2019/9/23,1,23.75
102572119471,2019/9/28,1,23.75
102572119471,2019/10/1,1,57.5
102572119911,2019/6/24,1,8.75
102572119911,2019/6/26,1,8.75
102572119911,2019/8/22,1,32.5
102572119922,2019/6/2,2,197.5
102572119922,2019/6/16,1,92.5
102572119922,2019/6/18,5,145
102572119922,2019/6/19,1,11.25
102572119922,2019/6/20,3,33.75
102572119922,2019/6/21,4,46.25
102572119922,2019/6/22,2,22.5
102572119922,2019/6/23,1,11.25
102572119922,2019/6/27,2,21.25
102572119922,2019/6/28,1,8.75
102572119922,2019/6/30,1,8.75
102572119922,2019/7/2,1,8.75
102572119922,2019/7/6,2,135
102572119922,2019/7/10,1,28.75
102572119922,2019/7/21,1,88.75
102572119922,2019/7/23,1,88.75
102572119922,2019/7/28,1,98.75
102572119922,2019/8/2,1,87.5
102572119922,2019/8/21,1,35
102572119922,2019/8/26,1,16.25
102572119922,2019/9/21,1,23.75
102572119977,2019/7/13,1,36.25
102572119977,2019/8/24,1,17.5
102572119977,2019/8/25,1,17.5
102572120296,2019/6/2,1,66.25
102572120296,2019/6/4,1,60
102572120296,2019/6/12,1,73.75
102572120296,2019/6/16,1,71.25
102572120296,2019/6/24,1,6.25
102572120296,2019/6/27,1,66.25
102572120296,2019/6/29,2,138.75
102572120296,2019/7/2,1,51.25
102572120296,2019/7/6,1,73.75
102572120296,2019/7/10,1,66.25
102572120296,2019/7/15,1,66.25
102572120296,2019/7/21,2,147.5
102572120296,2019/8/3,1,73.75
102572120296,2019/8/9,1,73.75
102572120296,2019/8/23,1,17.5
102572120296,2019/8/27,1,17.5
102572120296,2019/8/28,1,55
102572120296,2019/9/6,1,73.75
102572120296,2019/9/22,1,23.75
102572120296,2019/9/23,1,23.75
102572120362,2019/6/15,1,88.75
102572120362,2019/7/3,1,98.75
102572120362,2019/7/19,1,88.75
102572120362,2019/7/27,1,88.75
102572120362,2019/8/19,1,30
102572120362,2019/9/7,1,98.75
102572120362,2019/9/21,1,23.75
102572120362,2019/9/22,1,23.75
102572120362,2019/9/24,1,23.75
102572120362,2019/9/30,1,43.75
102572120362,2019/10/1,2,40
102572120483,2019/6/2,1,88.75
102572120483,2019/6/3,1,86.25
102572120483,2019/6/10,1,98.75
102572120483,2019/6/21,1,98.75
102572120483,2019/6/22,1,8.75
102572120483,2019/6/28,1,98.75
102572120483,2019/6/29,1,88.75
102572120483,2019/7/2,1,88.75
102572120483,2019/7/22,1,98.75
102572120483,2019/7/27,1,8.75
102572120483,2019/7/29,1,88.75
102572120483,2019/8/3,1,98.75
102572120483,2019/8/7,1,98.75
102572120483,2019/8/16,1,68.75
102572120483,2019/8/18,1,85
102572120483,2019/8/22,1,88.75
102572120483,2019/9/6,1,36.25
102572120483,2019/9/23,1,98.75
102572120516,2019/6/4,1,218.75
102572120516,2019/7/4,1,248.75
102572120516,2019/7/15,1,223.75
102572120516,2019/7/21,1,223.75
102572120516,2019/7/25,1,223.75
102572120516,2019/8/3,1,223.75
102572120516,2019/8/23,1,23.75
102572120516,2019/8/27,1,25
102572120516,2019/9/5,1,248.75
102572120516,2019/9/15,1,213.75
102572120516,2019/9/28,1,48.75
102572120516,2019/10/1,1,23.75
102572120527,2019/6/5,1,156.25
102572120527,2019/6/7,1,147.5
102572120527,2019/6/9,1,152.5
102572120527,2019/6/17,1,163.75
102572120527,2019/6/22,4,495
102572120527,2019/6/24,1,156.25
102572120527,2019/6/27,1,156.25
102572120527,2019/7/15,1,173.75
102572120527,2019/7/17,1,173.75
102572120527,2019/7/19,1,156.25
102572120527,2019/7/23,1,156.25
102572120527,2019/8/5,2,347.5
102572120527,2019/8/20,1,173.75
102572120527,2019/8/29,1,151.25
102572120527,2019/9/8,1,157.5
102572120527,2019/9/10,1,148.75
102572120527,2019/9/13,1,148.75
102572120769,2019/6/1,7,651.25
102572120769,2019/6/2,5,453.75
102572120769,2019/6/3,6,550
102572120769,2019/6/4,7,681.25
102572120769,2019/6/5,3,276.25
102572120769,2019/6/6,5,435
102572120769,2019/6/7,3,257.5
102572120769,2019/6/8,5,442.5
102572120769,2019/6/9,4,353.75
102572120769,2019/6/10,4,355
102572120769,2019/6/11,1,98.75
102572120769,2019/6/12,5,493.75
102572120769,2019/6/13,1,98.75
102572120769,2019/6/14,3,275
102572120769,2019/6/15,7,598.75
102572120769,2019/6/16,8,727.5
102572120769,2019/6/17,1,87.5
102572120769,2019/6/18,1,83.75
