skc,date_rcd,s,real_cost
100572118316,2018-06-14,11,977.5
100572118316,2018-06-15,11,975.0
100572118316,2018-06-16,22,1932.5
100572118316,2018-06-17,36,3186.25
100572118316,2018-06-18,20,1753.75
100572118316,2018-06-19,5,483.75
100572118316,2018-06-20,11,1056.25
100572118316,2018-06-21,8,760.0
100572118316,2018-06-22,11,983.75
100572118316,2018-06-23,24,2231.25
100572118316,2018-06-24,19,1806.25
100572118316,2018-06-25,9,838.75
100572118316,2018-06-26,7,641.25
100572118316,2018-06-27,16,1480.0
100572118316,2018-06-28,5,493.75
100572118316,2018-06-29,11,1036.25
100572118316,2018-06-30,10,915.0
100572118316,2018-07-01,26,2425.0
100572118316,2018-07-02,8,710.0
100572118316,2018-07-03,12,1127.5
100572118316,2018-07-04,9,848.75
100572118316,2018-07-05,8,760.0
100572118316,2018-07-06,8,760.0
100572118316,2018-07-07,17,1583.75
100572118316,2018-07-08,20,1821.25
100572118316,2018-07-09,8,742.5
100572118316,2018-07-10,7,652.5
100572118316,2018-07-11,7,671.25
100572118316,2018-07-12,6,592.5
100572118316,2018-07-13,7,671.25
100572118316,2018-07-14,14,1350.0
100572118316,2018-07-15,13,1273.75
100572118316,2018-07-16,9,867.5
100572118316,2018-07-17,7,668.75
100572118316,2018-07-18,8,780.0
100572118316,2018-07-19,3,286.25
100572118316,2018-07-20,7,681.25
100572118316,2018-07-21,3,296.25
100572118316,2018-07-22,7,641.25
100572118316,2018-07-23,11,1076.25
100572118316,2018-07-24,7,671.25
100572118316,2018-07-25,3,296.25
100572118316,2018-07-26,5,473.75
100572118316,2018-07-27,7,631.25
100572118316,2018-07-28,12,1111.25
100572118316,2018-07-29,10,955.0
100572118316,2018-07-30,10,931.25
100572118316,2018-07-31,9,846.25
100572118316,2018-08-01,5,483.75
100572118316,2018-08-02,4,375.0
100572118316,2018-08-03,4,395.0
100572118316,2018-08-04,11,1036.25
100572118316,2018-08-05,9,848.75
100572118316,2018-08-06,4,371.25
100572118316,2018-08-07,8,760.0
100572118316,2018-08-08,6,567.5
100572118316,2018-08-09,2,197.5
100572118316,2018-08-10,5,451.25
100572118316,2018-08-11,7,671.25
100572118316,2018-08-12,8,750.0
100572118316,2018-08-13,6,547.5
100572118316,2018-08-14,5,483.75
100572118316,2018-08-15,7,671.25
100572118316,2018-08-16,4,385.0
100572118316,2018-08-17,17,1658.75
100572118316,2018-08-18,9,868.75
100572118316,2018-08-19,19,1826.25
100572118316,2018-08-20,3,286.25
100572118316,2018-08-21,1,98.75
100572118316,2018-08-22,8,747.5
100572118316,2018-08-23,4,395.0
100572118316,2018-08-24,3,296.25
100572118316,2018-08-25,8,750.0
100572118316,2018-08-26,12,1165.0
100572118316,2018-08-27,13,1233.75
100572118316,2018-08-28,4,365.0
100572118316,2018-08-29,13,1263.75
100572118316,2018-08-30,4,375.0
100572118316,2018-08-31,8,707.5
100572118316,2018-09-01,8,747.5
100572118316,2018-09-02,10,937.5
100572118316,2018-09-03,5,463.75
100572118316,2018-09-04,1,98.75
100572118316,2018-09-05,6,582.5
100572118316,2018-09-06,7,643.75
100572118316,2018-09-07,6,556.25
100572118316,2018-09-08,6,543.75
100572118316,2018-09-09,15,1412.5
100572118316,2018-09-10,1,86.25
100572118316,2018-09-11,10,967.5
100572118316,2018-09-12,2,185.0
100572118316,2018-09-13,3,286.25
100572118316,2018-09-14,8,747.5
100572118316,2018-09-15,5,473.75
100572118316,2018-09-16,8,750.0
100572118316,2018-09-17,2,197.5
100572118316,2018-09-18,5,473.75
100572118316,2018-09-19,5,440.0
100572118316,2018-09-20,7,606.25
100572118316,2018-09-21,2,101.25
100572118316,2018-09-22,12,952.5
100572118316,2018-09-23,15,1312.5
100572118316,2018-09-24,17,1502.5
100572118316,2018-09-25,8,697.5
100572118316,2018-09-26,7,653.75
100572118316,2018-09-27,10,902.5
100572118316,2018-09-28,13,1127.5
100572118316,2018-09-29,10,895.0
100572118316,2018-09-30,10,837.5
100572118316,2018-10-01,23,2060.0
100572118316,2018-10-02,17,1498.75
100572118316,2018-10-03,15,1367.5
100572118316,2018-10-04,12,1062.5
100572118316,2018-10-05,8,730.0
100572118316,2018-10-06,15,1332.5
100572118316,2018-10-07,8,728.75
100572118316,2018-10-08,5,463.75
100572118316,2018-10-09,5,473.75
100572118316,2018-10-10,11,1066.25
100572118316,2018-10-11,5,458.75
100572118316,2018-10-12,10,921.25
100572118316,2018-10-13,4,385.0
100572118316,2018-10-14,11,1006.25
100572118316,2018-10-15,11,1043.75
100572118316,2018-10-16,8,770.0
100572118316,2018-10-17,7,661.25
100572118316,2018-10-18,3,273.75
100572118316,2018-10-19,6,548.75
100572118316,2018-10-20,8,762.5
100572118316,2018-10-21,11,1066.25
100572118316,2018-10-22,3,266.25
100572118316,2018-10-23,8,737.5
100572118316,2018-10-24,7,628.75
100572118316,2018-10-25,5,461.25
100572118316,2018-10-26,6,548.75
100572118316,2018-10-27,12,1108.75
100572118316,2018-10-28,9,743.75
100572118316,2018-10-29,9,781.25
100572118316,2018-10-30,13,1195.0
100572118316,2018-10-31,5,473.75
100572118316,2018-11-01,1,88.75
100572118316,2018-11-02,10,930.0
100572118316,2018-11-03,7,682.5
100572118316,2018-11-04,6,536.25
100572118316,2018-11-05,6,582.5
100572118316,2018-11-06,4,385.0
100572118316,2018-11-07,2,187.5
100572118316,2018-11-08,3,278.75
100572118316,2018-11-09,5,432.5
100572118316,2018-11-10,7,600.0
100572118316,2018-11-11,10,843.75
100572118316,2018-11-12,7,656.25
100572118316,2018-11-13,2,177.5
100572118316,2018-11-14,3,276.25
100572118316,2018-11-15,1,98.75
100572118316,2018-11-16,10,887.5
100572118316,2018-11-17,9,726.25
100572118316,2018-11-18,6,527.5
100572118316,2018-11-19,9,755.0
100572118316,2018-11-20,5,433.75
100572118316,2018-11-21,2,170.0
100572118316,2018-11-22,3,256.25
100572118316,2018-11-23,3,276.25
100572118316,2018-11-24,6,552.5
100572118316,2018-11-25,3,276.25
100572118316,2018-11-26,2,185.0
100572118316,2018-11-27,3,276.25
100572118316,2018-11-28,1,98.75
100572118316,2018-11-29,1,98.75
100572118316,2018-11-30,3,286.25
100572118316,2018-12-01,6,562.5
100572118316,2018-12-02,1,98.75
100572118316,2018-12-03,3,273.75
100572118316,2018-12-04,1,88.75
100572118316,2018-12-06,3,236.25
100572118316,2018-12-07,3,276.25
100572118316,2018-12-08,9,805.0
100572118316,2018-12-09,1,98.75
100572118316,2018-12-10,2,177.5
100572118316,2018-12-11,2,183.75
100572118316,2018-12-12,7,501.25
100572118316,2018-12-13,4,382.5
100572118316,2018-12-14,8,720.0
100572118316,2018-12-15,8,687.5
100572118316,2018-12-16,3,248.75
100572118316,2018-12-17,5,473.75
100572118316,2018-12-18,2,160.0
100572118316,2018-12-19,4,352.5
100572118316,2018-12-20,4,313.75
100572118316,2018-12-21,2,197.5
100572118316,2018-12-22,17,1170.0
100572118316,2018-12-23,16,1151.25
100572118316,2018-12-24,6,412.5
100572118316,2018-12-25,9,730.0
100572118316,2018-12-26,1,98.75
100572118316,2018-12-27,3,280.0
100572118316,2018-12-28,6,456.25
100572118316,2018-12-29,10,883.75
100572118316,2018-12-30,6,520.0
100572118316,2018-12-31,8,712.5
100572118316,2019-01-01,16,1413.75
100572118316,2019-01-02,3,286.25
100572118316,2019-01-03,6,535.0
100572118316,2019-01-04,2,182.5
100572118316,2019-01-05,8,746.25
100572118316,2019-01-06,7,645.0
100572118316,2019-01-07,5,428.75
100572118316,2019-01-08,4,362.5
100572118316,2019-01-09,8,726.25
100572118316,2019-01-10,8,743.75
100572118316,2019-01-11,4,362.5
100572118316,2019-01-12,14,1247.5
100572118316,2019-01-13,15,1361.25
100572118316,2019-01-14,10,882.5
100572118316,2019-01-15,5,458.75
100572118316,2019-01-16,2,187.5
100572118316,2019-01-17,8,680.0
100572118316,2019-01-18,4,368.75
100572118316,2019-01-19,7,651.25
100572118316,2019-01-20,10,862.5
100572118316,2019-01-21,7,618.75
100572118316,2019-01-22,9,803.75
100572118316,2019-01-23,8,652.5
100572118316,2019-01-24,10,843.75
100572118316,2019-01-25,9,748.75
100572118316,2019-01-26,15,1328.75
100572118316,2019-01-27,9,801.25
100572118316,2019-01-28,6,483.75
100572118316,2019-01-29,8,700.0
100572118316,2019-01-30,8,690.0
100572118316,2019-01-31,14,1227.5
100572118316,2019-02-01,11,935.0
100572118316,2019-02-02,10,870.0
100572118316,2019-02-03,14,1216.25
100572118316,2019-02-04,4,351.25
100572118316,2019-02-05,15,1290.0
100572118316,2019-02-06,7,605.0
100572118316,2019-02-07,13,1136.25
100572118316,2019-02-08,6,518.75
100572118316,2019-02-09,9,753.75
100572118316,2019-02-10,9,761.25
100572118316,2019-02-11,6,506.25
100572118316,2019-02-12,15,1362.5
100572118316,2019-02-13,8,721.25
100572118316,2019-02-14,10,926.25
100572118316,2019-02-15,8,751.25
100572118316,2019-02-16,12,1100.0
100572118316,2019-02-17,9,790.0
100572118316,2019-02-18,7,658.75
100572118316,2019-02-19,6,567.5
100572118316,2019-02-20,5,448.75
100572118316,2019-02-21,2,187.5
100572118316,2019-02-22,4,375.0
100572118316,2019-02-23,8,757.5
100572118316,2019-02-24,8,745.0
100572118316,2019-02-25,4,385.0
100572118316,2019-02-26,2,197.5
100572118316,2019-02-28,3,286.25
100572118316,2019-03-01,4,385.0
100572118316,2019-03-02,7,671.25
100572118316,2019-03-03,9,846.25
100572118316,2019-03-04,4,365.0
100572118316,2019-03-06,3,271.25
100572118316,2019-03-07,3,271.25
100572118316,2019-03-08,15,1010.0
100572118316,2019-03-09,8,578.75
100572118316,2019-03-10,5,443.75
100572118316,2019-03-11,4,362.5
100572118316,2019-03-12,4,385.0
100572118316,2019-03-13,1,98.75
100572118316,2019-03-14,3,273.75
100572118316,2019-03-15,3,263.75
100572118316,2019-03-16,5,460.0
100572118316,2019-03-17,4,360.0
100572118316,2019-03-18,1,98.75
100572118316,2019-03-19,2,177.5
100572118316,2019-03-20,1,98.75
100572118316,2019-03-21,1,28.75
100572118316,2019-03-22,4,375.0
100572118316,2019-03-23,4,352.5
100572118316,2019-03-24,5,481.25
100572118316,2019-03-25,5,473.75
100572118316,2019-03-26,1,98.75
100572118316,2019-03-27,2,187.5
100572118316,2019-03-28,3,296.25
100572118316,2019-03-29,3,276.25
100572118316,2019-03-30,2,197.5
100572118316,2019-03-31,5,451.25
100572118316,2019-04-02,7,603.75
100572118316,2019-04-03,5,441.25
100572118316,2019-04-04,5,418.75
100572118316,2019-04-05,5,423.75
100572118316,2019-04-06,4,375.0
100572118316,2019-04-07,5,483.75
100572118316,2019-04-08,2,175.0
100572118316,2019-04-09,2,197.5
100572118316,2019-04-10,1,98.75
100572118316,2019-04-11,1,98.75
100572118316,2019-04-12,4,375.0
100572118316,2019-04-13,5,463.75
100572118316,2019-04-14,6,570.0
100572118316,2019-04-15,2,187.5
100572118316,2019-04-16,2,187.5
100572118316,2019-04-17,2,187.5
100572118316,2019-04-19,2,167.5
100572118316,2019-04-20,3,286.25
100572118316,2019-04-21,1,88.75
100572118316,2019-04-22,3,296.25
100572118316,2019-04-23,1,98.75
100572118316,2019-04-26,2,197.5
100572118316,2019-04-27,8,727.5
100572118316,2019-04-28,2,187.5
100572118316,2019-04-29,1,98.75
100572118316,2019-04-30,2,197.5
100572118316,2019-05-01,5,431.25
100572118316,2019-05-02,6,493.75
100572118316,2019-05-03,3,272.5
100572118316,2019-05-04,3,285.0
100572118316,2019-05-05,1,86.25
100572118316,2019-05-06,1,98.75
100572118316,2019-05-07,1,88.75
100572118316,2019-05-08,2,187.5
100572118316,2019-05-09,2,187.5
100572118316,2019-05-10,1,90.0
100572118316,2019-05-11,5,465.0
100572118316,2019-05-12,6,540.0
100572118316,2019-05-13,1,98.75
100572118316,2019-05-14,1,98.75
100572118316,2019-05-15,3,296.25
100572118316,2019-05-16,1,98.75
100572118316,2019-05-17,2,187.5
100572118316,2019-05-18,2,187.5
100572118316,2019-05-19,2,197.5
100572118316,2019-05-20,3,231.25
100572118316,2019-05-21,1,98.75
100572118316,2019-05-22,2,157.5
100572118316,2019-05-23,1,68.75
100572118316,2019-05-24,1,88.75
100572118316,2019-05-25,2,187.5
100572118316,2019-05-26,3,276.25
100572118316,2019-05-28,1,98.75
100572118316,2019-05-29,2,97.5
100572118316,2019-05-30,1,88.75
100572118316,2019-06-01,3,286.25
100572118316,2019-06-02,5,440.0
100572118316,2019-06-03,1,68.75
100572118316,2019-06-06,2,170.0
100572118316,2019-06-07,5,448.75
100572118316,2019-06-08,1,86.25
100572118316,2019-06-09,2,177.5
100572118316,2019-06-10,3,286.25
100572118316,2019-06-11,2,197.5
100572118316,2019-06-12,2,197.5
100572118316,2019-06-14,2,175.0
100572118316,2019-06-15,4,347.5
100572118316,2019-06-16,3,285.0
100572118316,2019-06-17,1,98.75
100572118316,2019-06-18,1,78.75
100572118316,2019-06-20,1,88.75
100572118316,2019-06-22,8,432.5
100572118316,2019-06-23,1,98.75
100572118316,2019-06-26,1,98.75
100572118316,2019-06-27,2,197.5
100572118316,2019-06-28,2,187.5
100572118316,2019-06-29,4,371.25
100572118316,2019-06-30,3,276.25
100572118316,2019-07-01,5,473.75
100572118316,2019-07-02,5,483.75
100572118316,2019-07-03,3,286.25
100572118316,2019-07-04,1,98.75
100572118316,2019-07-05,1,98.75
100572118316,2019-07-06,4,377.5
100572118316,2019-07-07,5,482.5
100572118316,2019-07-08,3,286.25
100572118316,2019-07-10,2,187.5
100572118316,2019-07-11,2,187.5
100572118316,2019-07-13,1,83.75
100572118316,2019-07-14,6,502.5
100572118316,2019-07-15,2,197.5
100572118316,2019-07-16,2,187.5
100572118316,2019-07-17,3,283.75
100572118316,2019-07-18,3,286.25
100572118316,2019-07-19,5,451.25
100572118316,2019-07-20,5,468.75
100572118316,2019-07-21,5,463.75
100572118316,2019-07-22,1,98.75
100572118316,2019-07-23,6,540.0
100572118316,2019-07-24,3,253.75
100572118316,2019-07-25,5,463.75
100572118316,2019-07-26,5,451.25
100572118316,2019-07-27,3,183.75
100572118316,2019-07-28,6,542.5
100572118316,2019-07-29,3,296.25
100572118316,2019-07-31,3,276.25
100572118316,2019-08-01,7,658.75
100572118316,2019-08-02,4,395.0
100572118316,2019-08-03,6,592.5
100572118316,2019-08-04,8,777.5
100572118316,2019-08-06,1,98.75
100572118316,2019-08-07,3,296.25
100572118316,2019-08-08,2,197.5
100572118316,2019-08-09,2,167.5
100572118316,2019-08-10,2,190.0
100572118316,2019-08-11,2,197.5
100572118316,2019-08-12,1,98.75
100572118316,2019-08-14,1,92.5
100572118316,2019-08-15,2,197.5
100572118316,2019-08-16,1,85.0
100572118316,2019-08-17,3,265.0
100572118316,2019-08-18,2,191.25
100572118316,2019-08-20,5,485.0
100572118316,2019-08-21,1,98.75
100572118316,2019-08-22,1,90.0
100572118316,2019-08-23,2,197.5
100572118316,2019-08-24,2,185.0
100572118316,2019-08-25,1,98.75
100572118316,2019-08-26,1,98.75
100572118316,2019-08-30,1,61.25
100572118316,2019-08-31,1,82.5
100572118316,2019-09-01,1,98.75
100572118316,2019-09-02,4,386.25
100572118316,2019-09-06,1,98.75
100572118316,2019-09-07,1,98.75
100572118316,2019-09-08,1,88.75
100572118316,2019-09-10,1,98.75
100572118316,2019-09-13,3,257.5
100572118316,2019-09-14,2,170.0
100572118316,2019-09-15,3,266.25
100572118316,2019-09-16,1,88.75
100572118316,2019-09-17,1,98.75
100572118316,2019-09-20,2,197.5
100572118316,2019-09-21,1,98.75
100572118316,2019-09-23,2,197.5
100572118316,2019-09-26,1,98.75
100572118316,2019-09-27,2,175.0
100572118316,2019-09-30,2,181.25
100572118316,2019-10-01,4,313.75
100572118316,2019-10-02,6,520.0
100572118316,2019-10-03,3,282.5
100572118316,2019-10-04,4,333.75
100572118316,2019-10-05,3,270.0
100572118316,2019-10-06,2,182.5
100572118316,2019-10-07,3,278.75
100572118316,2019-10-08,1,98.75
100572118316,2019-10-09,2,197.5
100572118316,2019-10-10,1,98.75
100572118316,2019-10-11,2,187.5
100572118316,2019-10-12,3,282.5
100572118316,2019-10-13,1,98.75
100572118316,2019-10-14,1,98.75
100572118316,2019-10-15,1,98.75
100572118316,2019-10-16,3,296.25
100572118316,2019-10-17,1,92.5
100572118316,2019-10-18,2,176.25
100572118316,2019-10-19,2,197.5
100572118316,2019-10-20,4,375.0
100572118316,2019-10-21,3,280.0
100572118316,2019-10-22,2,180.0
100572118316,2019-10-23,2,182.5
100572118316,2019-10-24,1,98.75
100572118316,2019-10-25,1,98.75
100572118316,2019-10-26,3,256.25
100572118316,2019-10-27,7,635.0
100572118316,2019-10-29,2,185.0
100572118316,2019-10-30,2,197.5
100572118316,2019-11-01,4,370.0
100572118316,2019-11-02,3,288.75
100572118316,2019-11-03,2,182.5
100572118316,2019-11-07,1,98.75
100572118316,2019-11-09,3,246.25
100572118316,2019-11-10,1,48.75
100572118316,2019-11-11,2,97.5
100572118316,2019-11-12,2,197.5
100572118316,2019-11-15,2,175.0
100572118316,2019-11-16,2,197.5
100572118316,2019-11-17,2,168.75
100572118316,2019-11-19,1,98.75
100572118316,2019-11-21,1,98.75
100572118316,2019-11-24,1,90.0
100572118316,2019-11-26,1,98.75
100572118316,2019-11-27,1,98.75
100572118316,2019-11-30,5,486.25
100572118316,2019-12-03,1,91.25
100572118316,2019-12-04,1,98.75
100572118316,2019-12-12,2,173.75
100572118316,2019-12-14,1,75.0
100572118316,2019-12-15,1,80.0
100572118316,2019-12-16,4,385.0
100572118316,2019-12-17,1,98.75
100572118316,2019-12-22,1,82.5
100572118316,2019-12-23,1,98.75
100572118316,2019-12-25,3,252.5
100572118316,2019-12-26,1,88.75
100572118316,2019-12-28,1,86.25
102572118283,2018-02-06,1,98.75
102572118283,2018-02-07,5,490.0
102572118283,2018-02-08,3,258.75
102572118283,2018-02-09,9,787.5
102572118283,2018-02-10,9,811.25
102572118283,2018-02-11,13,1172.5
102572118283,2018-02-12,11,960.0
102572118283,2018-02-13,8,706.25
102572118283,2018-02-14,8,713.75
102572118283,2018-02-15,8,745.0
102572118283,2018-02-16,5,451.25
102572118283,2018-02-17,4,390.0
102572118283,2018-02-18,2,197.5
102572118283,2018-02-19,1,98.75
102572118283,2018-02-20,5,463.75
102572118283,2018-02-21,4,380.0
102572118283,2018-02-22,1,98.75
102572118283,2018-02-23,3,266.25
102572118283,2018-02-24,4,385.0
102572118283,2018-02-25,1,98.75
102572118283,2018-02-26,1,98.75
102572118283,2018-02-27,1,98.75
102572118283,2018-02-28,1,98.75
102572118283,2018-03-01,1,98.75
102572118283,2018-03-02,1,86.25
102572118283,2018-03-03,5,466.25
102572118283,2018-03-05,3,287.5
102572118283,2018-03-06,1,88.75
102572118283,2018-03-07,4,352.5
102572118283,2018-03-08,2,185.0
102572118283,2018-03-09,2,197.5
102572118283,2018-03-10,3,296.25
102572118283,2018-03-11,4,395.0
102572118283,2018-03-13,1,98.75
102572118283,2018-03-14,1,98.75
102572118283,2018-03-15,1,98.75
102572118283,2018-03-16,1,98.75
102572118283,2018-03-17,1,98.75
102572118283,2018-03-22,1,98.75
102572118283,2018-03-24,1,98.75
102572118283,2018-03-25,1,95.0
102572118283,2018-03-26,1,98.75
102572118283,2018-04-02,1,98.75
102572118283,2018-04-04,1,98.75
102572118283,2018-04-05,1,88.75
102572118283,2018-04-07,3,268.75
102572118283,2018-04-08,1,98.75
102572118283,2018-04-29,7,622.5
102572118283,2018-04-30,10,848.75
102572118283,2018-05-01,10,816.25
102572118283,2018-05-02,5,453.75
102572118283,2018-05-03,1,98.75
102572118283,2018-05-04,5,483.75
102572118283,2018-05-05,9,838.75
102572118283,2018-05-06,11,1031.25
102572118283,2018-05-07,8,737.5
102572118283,2018-05-08,6,572.5
102572118283,2018-05-09,5,463.75
102572118283,2018-05-10,3,266.25
102572118283,2018-05-11,3,266.25
102572118283,2018-05-12,6,512.5
102572118283,2018-05-13,9,748.75
102572118283,2018-05-14,3,276.25
102572118283,2018-05-15,3,270.0
102572118283,2018-05-16,7,627.5
102572118283,2018-05-17,4,376.25
102572118283,2018-05-18,3,267.5
102572118283,2018-05-19,7,633.75
102572118283,2018-05-20,6,551.25
102572118283,2018-05-21,3,271.25
102572118283,2018-05-22,1,98.75
102572118283,2018-05-23,5,457.5
102572118283,2018-05-24,2,187.5
102572118283,2018-05-25,1,88.75
102572118283,2018-05-26,4,375.0
102572118283,2018-05-27,2,175.0
102572118283,2018-05-28,6,542.5
102572118283,2018-05-29,2,185.0
102572118283,2018-05-30,5,463.75
102572118283,2018-05-31,10,897.5
102572118283,2018-06-01,6,543.75
102572118283,2018-06-02,10,892.5
102572118283,2018-06-03,12,1066.25
102572118283,2018-06-04,7,621.25
102572118283,2018-06-06,1,88.75
102572118283,2018-06-07,3,266.25
102572118283,2018-06-08,3,286.25
102572118283,2018-06-09,8,718.75
102572118283,2018-06-10,6,545.0
102572118283,2018-06-11,3,262.5
102572118283,2018-06-12,1,88.75
102572118283,2018-06-13,5,473.75
102572118283,2018-06-14,3,268.75
102572118283,2018-06-15,2,173.75
102572118283,2018-06-16,2,183.75
102572118283,2018-06-17,6,556.25
102572118283,2018-06-18,1,83.75
102572118283,2018-06-19,1,88.75
102572118283,2018-06-20,2,187.5
102572118283,2018-06-21,1,88.75
102572118283,2018-06-22,5,473.75
102572118283,2018-06-23,1,88.75
102572118283,2018-06-24,2,197.5
102572118283,2018-06-25,7,631.25
102572118283,2018-06-26,3,296.25
102572118283,2018-06-27,3,266.25
102572118283,2018-06-28,10,935.0
102572118283,2018-06-29,9,806.25
102572118283,2018-06-30,7,641.25
102572118283,2018-07-01,11,1021.25
102572118283,2018-07-02,8,736.25
102572118283,2018-07-03,5,453.75
102572118283,2018-07-04,4,365.0
102572118283,2018-07-05,5,481.25
102572118283,2018-07-06,10,908.75
102572118283,2018-07-07,8,711.25
102572118283,2018-07-08,11,1013.75
102572118283,2018-07-09,4,372.5
102572118283,2018-07-10,2,197.5
102572118283,2018-07-11,9,858.75
102572118283,2018-07-12,5,493.75
102572118283,2018-07-13,4,375.0
102572118283,2018-07-14,11,1053.75
102572118283,2018-07-15,10,965.0
102572118283,2018-07-16,5,463.75
102572118283,2018-07-17,2,197.5
102572118283,2018-07-18,4,395.0
102572118283,2018-07-19,5,471.25
102572118283,2018-07-20,7,681.25
102572118283,2018-07-21,10,937.5
102572118283,2018-07-22,10,947.5
102572118283,2018-07-23,4,385.0
102572118283,2018-07-24,7,681.25
102572118283,2018-07-25,9,858.75
102572118283,2018-07-26,4,385.0
102572118283,2018-07-27,6,550.0
102572118283,2018-07-28,6,547.5
102572118283,2018-07-29,5,463.75
102572118283,2018-07-30,4,375.0
102572118283,2018-07-31,5,433.75
102572118283,2018-08-01,5,473.75
102572118283,2018-08-02,4,370.0
102572118283,2018-08-04,10,932.5
102572118283,2018-08-05,9,888.75
102572118283,2018-08-06,4,375.0
102572118283,2018-08-07,4,375.0
102572118283,2018-08-08,2,187.5
102572118283,2018-08-09,3,286.25
102572118283,2018-08-10,6,567.5
102572118283,2018-08-11,6,570.0
102572118283,2018-08-12,11,1046.25
102572118283,2018-08-13,5,463.75
102572118283,2018-08-14,4,385.0
102572118283,2018-08-15,3,286.25
102572118283,2018-08-16,4,395.0
102572118283,2018-08-17,10,967.5
102572118283,2018-08-18,2,197.5
102572118283,2018-08-19,1,98.75
102572118283,2018-08-20,4,375.0
102572118283,2018-08-21,7,668.75
102572118283,2018-08-22,5,483.75
102572118283,2018-08-23,3,296.25
102572118283,2018-08-24,6,572.5
102572118283,2018-08-25,6,592.5
102572118283,2018-08-26,8,700.0
102572118283,2018-08-27,5,473.75
102572118283,2018-08-28,5,463.75
102572118283,2018-08-29,2,197.5
102572118283,2018-08-30,6,550.0
102572118283,2018-08-31,2,197.5
102572118283,2018-09-01,7,681.25
102572118283,2018-09-02,10,931.25
102572118283,2018-09-03,4,375.0
102572118283,2018-09-04,2,187.5
102572118283,2018-09-05,3,276.25
102572118283,2018-09-06,6,546.25
102572118283,2018-09-07,4,376.25
102572118283,2018-09-08,6,527.5
102572118283,2018-09-09,6,507.5
102572118283,2018-09-10,4,366.25
102572118283,2018-09-11,3,286.25
102572118283,2018-09-12,7,668.75
102572118283,2018-09-13,5,458.75
102572118283,2018-09-14,8,737.5
102572118283,2018-09-15,6,557.5
102572118283,2018-09-16,5,471.25
102572118283,2018-09-17,3,296.25
102572118283,2018-09-18,6,572.5
102572118283,2018-09-19,4,338.75
102572118283,2018-09-20,5,353.75
102572118283,2018-09-21,3,268.75
102572118283,2018-09-22,9,812.5
102572118283,2018-09-23,11,945.0
102572118283,2018-09-24,10,860.0
102572118283,2018-09-25,6,547.5
102572118283,2018-09-26,5,462.5
102572118283,2018-09-27,5,436.25
102572118283,2018-09-28,7,632.5
102572118283,2018-09-29,5,426.25
102572118283,2018-09-30,7,593.75
102572118283,2018-10-01,14,1218.75
102572118283,2018-10-02,9,780.0
102572118283,2018-10-03,10,895.0
102572118283,2018-10-04,6,520.0
102572118283,2018-10-05,9,793.75
102572118283,2018-10-06,10,856.25
102572118283,2018-10-07,3,255.0
102572118283,2018-10-08,6,552.5
102572118283,2018-10-09,4,358.75
102572118283,2018-10-10,3,286.25
102572118283,2018-10-11,2,187.5
102572118283,2018-10-12,7,668.75
102572118283,2018-10-13,6,572.5
